"REMOTE","STATION","date","weeknumber","Total_2020","Total_2019"
"R541","PA-PATH THIRTY THIRD ST       ",2020-07-11,"28",16081,90766
"R542","PA-PATH TWENTY THIRD ST       ",2020-07-11,"28",3165,21290
"R543","PA-PATH EXCHANGE PLACE        ",2020-07-11,"28",5892,35845
"R544","PA-PATH HARRISON              ",2020-07-11,"28",3940,20285
"R545","PA-PATH 14TH STREET           ",2020-07-11,"28",5307,26885
"R546","PA-PATH PAVONIA/NEWPORT       ",2020-07-11,"28",4888,35325
"R547","PA-PATH 9TH STREET            ",2020-07-11,"28",2276,15186
"R548","PA-PATH CHRISTOPHER ST        ",2020-07-11,"28",2642,14725
"R549","PA-PATH NEWARK                ",2020-07-11,"28",20303,69475
"R550","PA-PATH HOBOKEN               ",2020-07-11,"28",8422,62085
"R551","PA-PATH GROVE ST              ",2020-07-11,"28",9065,47106
"R552","PA-PATH JOURNAL SQUARE        ",2020-07-11,"28",18195,59928
"R555","SBS-M15 @ LIVINGSTON PLAZA    ",2020-07-11,"28",4,
"R556","SBS-BX12 @ LIVINGSTON PLAZA   ",2020-07-11,"28",8,
"R557","SBS-M34 @ LIVINGSTON PLAZA    ",2020-07-11,"28",3,
"R559","SBS-B44 @ LIVINGSTON PLAZA    ",2020-07-11,"28",3,
"R560","SBS-M60 @ LIVINGSTON PLAZA    ",2020-07-11,"28",15,
"R561","SBS-M86 @ LIVINGSTON PLAZA    ",2020-07-11,"28",1,
"R563","SBS-B46 @ LIVINGSTON PLAZA    ",2020-07-11,"28",1,
"R564","SBS-Q44 @ LIVINGSTON PLAZA    ",2020-07-11,"28",4,1
"R570","72ND STREET - 2 AVENUE        ",2020-07-11,"28",35011,143282
"R571","86TH STREET - 2 AVENUE        ",2020-07-11,"28",23258,129514
"R572","96TH STREET - 2 AVENUE        ",2020-07-11,"28",21354,95116
"R573","SBS-Q52/53 @ LIVINGSTON PLAZA ",2020-07-11,"28",10,
"R574","SBS-B82 @ LIVINGSTON PLAZA    ",2020-07-11,"28",7,
"R575","SBS-M14 @ LIVINGSTON PLAZA    ",2020-07-11,"28",4,
"R001","WHITEHALL STREET              ",2020-07-18,"29",22354,179658
"R003","CYPRESS HILLS                 ",2020-07-18,"29",2668,7574
"R004","75TH STREET & ELDERTS LANE    ",2020-07-18,"29",6593,19635
"R005","85TH STREET & FOREST PKWAY    ",2020-07-18,"29",6968,20644
"R006","WOODHAVEN BOULEVARD           ",2020-07-18,"29",7712,23578
"R007","104TH STREET                  ",2020-07-18,"29",4787,13432
"R008","111TH STREET                  ",2020-07-18,"29",3426,9834
"R009","121ST STREET                  ",2020-07-18,"29",3624,11659
"R010","42ND STREET & 8TH AVENUE      ",2020-07-18,"29",24900,215524
"R011","42ND STREET & 8TH AVENUE      ",2020-07-18,"29",71843,405436
"R012","34TH STREET & 8TH AVENUE      ",2020-07-18,"29",50445,373087
"R013","34TH STREET & 8TH AVENUE      ",2020-07-18,"29",15092,114702
"R014","FULTON STREET                 ",2020-07-18,"29",49120,363330
"R015","FIFTH AVENUE                  ",2020-07-18,"29",16325,143877
"R016","LEXINGTON AVENUE              ",2020-07-18,"29",4740,39365
"R017","LEXINGTON AVENUE              ",2020-07-18,"29",27758,200034
"R018","ROOSEVELT AVE/JACKSON HTS     ",2020-07-18,"29",88453,296381
"R019","179TH STREET & HILLSIDE AVE   ",2020-07-18,"29",29676,84304
"R020","47-50 STREETS/ROCKEFELLER     ",2020-07-18,"29",47535,334513
"R021","42ND STREET & 6TH AVENUE      ",2020-07-18,"29",31155,250580
"R022","34TH STREET & 6TH AVENUE      ",2020-07-18,"29",68436,418261
"R023","34TH STREET & 6TH AVENUE      ",2020-07-18,"29",44160,309179
"R024","SUTPHIN BOULEVARD             ",2020-07-18,"29",33584,115859
"R025","JAMAICA CENTER-PARSONS BLVD   ",2020-07-18,"29",53241,130268
"R027","WALL STREET                   ",2020-07-18,"29",13153,135654
"R028","FULTON & WILLIAM STREETS      ",2020-07-18,"29",21274,164330
"R029","PARK PLACE                    ",2020-07-18,"29",29996,270699
"R030","CHAMBERS STREET               ",2020-07-18,"29",11186,102666
"R031","34TH STREET & 7TH AVENUE      ",2020-07-18,"29",24067,188615
"R032","42ND STREET/TIMES SQUARE      ",2020-07-18,"29",33226,235631
"R033","42ND STREET/TIMES SQUARE      ",2020-07-18,"29",34347,373314
"R034","125TH STREET & BROADWAY       ",2020-07-18,"29",8831,34674
"R035","168TH STREET & BROADWAY       ",2020-07-18,"29",34540,115940
"R036","DYCKMAN STREET                ",2020-07-18,"29",12881,29711
"R037","207TH STREET                  ",2020-07-18,"29",10385,22669
"R038","215TH STREET                  ",2020-07-18,"29",2102,7220
"R039","225TH STREET                  ",2020-07-18,"29",8707,21847
"R040","231ST STREET                  ",2020-07-18,"29",14596,38885
"R041","BOWLING GREEN & BATTERY PL    ",2020-07-18,"29",14747,114815
"R042","BOWLING GREEN & BROADWAY      ",2020-07-18,"29",3572,32271
"R043","WALL STREET                   ",2020-07-18,"29",11684,102963
"R044","BROOKLYN BRIDGE               ",2020-07-18,"29",19163,166339
"R045","42ND STREET & GRAND CENTRAL   ",2020-07-18,"29",4,127280
"R046","42ND STREET & GRAND CENTRAL   ",2020-07-18,"29",53440,430974
"R047","42ND STREET & GRAND CENTRAL   ",2020-07-18,"29",25094,232544
"R048","42ND STREET & 3RD AVENUE      ",2020-07-18,"29",9881,71572
"R049","51ST STREET & LEXINGTON AVE   ",2020-07-18,"29",11239,112435
"R050","59TH STREET & LEXINGTON AVE   ",2020-07-18,"29",17846,123783
"R051","59TH STREET & LEXINGTON AVE   ",2020-07-18,"29",36246,163905
"R052","WOODLAWN ROAD                 ",2020-07-18,"29",11272,27555
"R053","149TH STREET & 3RD AVENUE     ",2020-07-18,"29",32590,103448
"R054","FIFTH AVENUE & 42ND STREET    ",2020-07-18,"29",11382,77876
"R055","MAIN STREET                   ",2020-07-18,"29",77953,273185
"R056","NEVINS STREET                 ",2020-07-18,"29",11321,52185
"R057","BARCLAYS CENTER               ",2020-07-18,"29",46855,221100
"R058","BERGEN STREET                 ",2020-07-18,"29",3005,17747
"R059","GRAND ARMY PLAZA              ",2020-07-18,"29",6298,39358
"R060","EASTERN PARKWAY               ",2020-07-18,"29",3273,11886
"R061","NOSTRAND AVENUE               ",2020-07-18,"29",4719,22273
"R062","UTICA AVENUE                  ",2020-07-18,"29",44741,125342
"R063","SUTTER AVENUE                 ",2020-07-18,"29",12280,32687
"R064","SARATOGA AVENUE               ",2020-07-18,"29",10181,27287
"R065","ROCKAWAY AVENUE               ",2020-07-18,"29",8258,23972
"R066","JUNIUS STREET                 ",2020-07-18,"29",3651,10453
"R067","PENNSYLVANIA AVENUE           ",2020-07-18,"29",7665,22032
"R068","VAN SICLEN AVENUE             ",2020-07-18,"29",5189,14049
"R069","NEW LOTS AVENUE               ",2020-07-18,"29",9936,25951
"R070","ST GEORGE TERMINAL            ",2020-07-18,"29",7835,53426
"R072","34TH STREET - HUDSON YARDS    ",2020-07-18,"29",14653,132761
"R079","FIFTH AVENUE & 60TH STREET    ",2020-07-18,"29",15554,92599
"R080","57TH STREET & 7TH AVENUE      ",2020-07-18,"29",27904,194215
"R081","49TH STREET & 7TH AVENUE      ",2020-07-18,"29",11969,137381
"R082","28TH STREET & BROADWAY        ",2020-07-18,"29",8618,75807
"R083","23RD STREET & 5TH AVENUE      ",2020-07-18,"29",13556,126811
"R084","59TH STREET/COLUMBUS CIRCLE   ",2020-07-18,"29",59936,393303
"R085","8TH STREET & BROADWAY         ",2020-07-18,"29",8846,96589
"R086","PRINCE STREET & BROADWAY      ",2020-07-18,"29",7798,77964
"R087","CITY HALL                     ",2020-07-18,"29",4209,29775
"R088","CORTLANDT STREET              ",2020-07-18,"29",10646,126269
"R089","JAY ST-METROTECH              ",2020-07-18,"29",2882,20931
"R090","39TH AVENUE & 31ST STREET     ",2020-07-18,"29",3208,15418
"R091","36TH AVENUE & 31ST STREET     ",2020-07-18,"29",8387,33510
"R092","BROADWAY & 31ST STREET        ",2020-07-18,"29",13342,61327
"R093","30TH AVENUE & 31ST STREET     ",2020-07-18,"29",17849,101536
"R094","ASTORIA BLVD & 31ST STREET    ",2020-07-18,"29",10403,
"R095","DITMARS BLVD & 31ST STREET    ",2020-07-18,"29",19004,101668
"R096","82ND STREET-JACKSON HEIGHTS   ",2020-07-18,"29",25010,90782
"R097","JUNCTION BLVD-ROOSEVELT AVE   ",2020-07-18,"29",48639,124934
"R098","CHURCH AVENUE                 ",2020-07-18,"29",26880,90016
"R099","DEKALB AVENUE                 ",2020-07-18,"29",23504,111100
"R100","METROPOLITAN AVENUE           ",2020-07-18,"29",5735,16336
"R101","145TH STREET                  ",2020-07-18,"29",29487,130669
"R102","125TH STREET                  ",2020-07-18,"29",38606,159722
"R103","BROADWAY-EAST NEW YORK        ",2020-07-18,"29",15068,39799
"R104","167TH ST-GRAND CONCOURSE      ",2020-07-18,"29",17289,48354
"R105","14TH STREET & 7TH AVENUE      ",2020-07-18,"29",20342,127175
"R106","CASTLE HILL AVENUE            ",2020-07-18,"29",11001,31882
"R107","WESTCHESTER SQUARE            ",2020-07-18,"29",8566,27179
"R108","BOROUGH HALL - COURT STREET   ",2020-07-18,"29",27226,172156
"R109","CHURCH AVENUE & NOSTRAND AV   ",2020-07-18,"29",15070,59870
"R110","FLATBUSH AVE & NOSTRAND AV    ",2020-07-18,"29",25340,82596
"R111","23RD STREET & 8TH AVENUE      ",2020-07-18,"29",18817,124354
"R112","FORDHAM RD/GRAND CONCOURSE    ",2020-07-18,"29",19266,61862
"R113","SEVENTH AVENUE & WEST 53RD    ",2020-07-18,"29",9956,101892
"R114","PARSONS BLVD & HILLSIDE AV    ",2020-07-18,"29",11629,34904
"R115","169TH STREET & HILLSIDE AVE   ",2020-07-18,"29",11948,41020
"R116","50TH STREET & 7TH AVENUE      ",2020-07-18,"29",11119,147716
"R117","242ND STREET & BROADWAY       ",2020-07-18,"29",11634,25547
"R118","CANAL STREET                  ",2020-07-18,"29",11309,67831
"R119","FORDHAM ROAD & JEROME AVE     ",2020-07-18,"29",18511,53089
"R120","MORRISON AVE & WESTCHESTER    ",2020-07-18,"29",11719,32639
"R121","QUEENSBORO PLAZA              ",2020-07-18,"29",15976,80576
"R122","90TH STREET/ELMHURST AVENUE   ",2020-07-18,"29",33682,100748
"R123","FRANKLIN AVE/EASTERN PKWY     ",2020-07-18,"29",14845,81588
"R124","KINGSTON AVE/EASTERN PKWY     ",2020-07-18,"29",6242,25949
"R125","BROAD STREET & WALL STREET    ",2020-07-18,"29",5896,42298
"R126","175TH STREET/FT WASHINGTON    ",2020-07-18,"29",15778,79371
"R127","JAY ST-METROTECH              ",2020-07-18,"29",29551,175092
"R128","SUTPHIN BLVD-HILLSIDE AVE     ",2020-07-18,"29",7348,26043
"R129","BERGEN STREET-SMITH STREET    ",2020-07-18,"29",10145,60839
"R130","KINGS HIGHWAY-MCDONALD AVE    ",2020-07-18,"29",5109,18510
"R131","23RD STREET-PARK AVE SOUTH    ",2020-07-18,"29",18181,130546
"R132","125TH STREET-LEXINGTON AVE    ",2020-07-18,"29",35951,135127
"R133","MOSHOLU PARKWAY-JEROME AVE    ",2020-07-18,"29",15593,43331
"R134","HUNTERS PT AVE-49TH AVE       ",2020-07-18,"29",7090,36867
"R135","NEWKIRK AVE-NOSTRAND AVE      ",2020-07-18,"29",12048,37240
"R136","SHEEPSHEAD BAY ROAD           ",2020-07-18,"29",20757,71103
"R137","MYRTLE AVE-GATES AVENUE       ",2020-07-18,"29",32954,99024
"R138","WEST 4TH ST-WASHINGTON SQ     ",2020-07-18,"29",32293,251785
"R139","CANAL STREET-LISPENARD ST     ",2020-07-18,"29",13699,123195
"R140","QUEENS PLAZA-JACKSON AVE      ",2020-07-18,"29",10946,72291
"R141","71ST AVE-CONTINENTAL AVE      ",2020-07-18,"29",32497,130667
"R142","ESSEX ST-DELANCEY ST          ",2020-07-18,"29",31757,157736
"R143","28TH STREET-PARK AVE SOUTH    ",2020-07-18,"29",19450,105603
"R144","96TH STREET-LEXINGTON AVE     ",2020-07-18,"29",23471,83110
"R145","241ST ST-WHITE PLAINS RD      ",2020-07-18,"29",6996,24449
"R146","HUNTS PT AVE-SOUTHERN BLVD    ",2020-07-18,"29",17615,47343
"R147","61ST STREET-ROOSEVELT AVE     ",2020-07-18,"29",26750,99013
"R148","PARKSIDE AVE-OCEAN AVE        ",2020-07-18,"29",10513,38516
"R149","NEWKIRK PLAZA                 ",2020-07-18,"29",15548,58392
"R150","AVENUE U-EAST 16TH STREET     ",2020-07-18,"29",11512,38767
"R151","STILLWELL AVE-CONEY ISLAND    ",2020-07-18,"29",33496,108918
"R152","ROCKAWAY PKWY-GLENWOOD RD     ",2020-07-18,"29",14610,53909
"R153","UTICA AVE-STUYVESANT AVE      ",2020-07-18,"29",20963,84241
"R154","TREMONT AVE-179TH ST          ",2020-07-18,"29",15958,49181
"R155","KINGSBRIDGE RD-196TH ST       ",2020-07-18,"29",13694,41703
"R156","BEDFORD PARK BLVD-203RD ST    ",2020-07-18,"29",11108,34097
"R157","205TH ST-BAINBRIDGE AVE       ",2020-07-18,"29",16481,42831
"R158","UNION TURNPIKE-KEW GARDENS    ",2020-07-18,"29",33227,118841
"R159","116TH STREET-COLUMBIA         ",2020-07-18,"29",7005,63438
"R160","ASTOR PLACE-4 AVENUE          ",2020-07-18,"29",10436,95112
"R161","KINGSBRIDGE RD-JEROME AVE     ",2020-07-18,"29",15261,44516
"R162","ELDER AVE-WESTCHESTER AVE     ",2020-07-18,"29",12312,34695
"R163","14TH STREET-6TH AVENUE        ",2020-07-18,"29",19066,127442
"R164","66TH STREET-BROADWAY          ",2020-07-18,"29",13302,111011
"R165","TOMPKINSVILLE                 ",2020-07-18,"29",1076,3469
"R166","79TH STREET-BROADWAY          ",2020-07-18,"29",13196,82546
"R167","86TH STREET-BROADWAY          ",2020-07-18,"29",17218,93728
"R168","96TH STREET-BROADWAY          ",2020-07-18,"29",36983,222775
"R169","137TH STREET-BROADWAY         ",2020-07-18,"29",15452,52005
"R170","14TH STREET-UNION SQUARE      ",2020-07-18,"29",88190,557909
"R171","7TH AVENUE-PARK PLACE         ",2020-07-18,"29",7893,56828
"R172","BRIGHTON BEACH-CONEY ISLAND   ",2020-07-18,"29",24513,68732
"R173","207TH STREET-BROADWAY         ",2020-07-18,"29",11482,63956
"R174","181ST STREET-FT WASH AVE      ",2020-07-18,"29",11471,63517
"R175","8TH AVENUE-14TH STREET        ",2020-07-18,"29",33721,260667
"R176","33RD STREET-PARK AVENUE       ",2020-07-18,"29",26882,148571
"R177","68TH STREET-HUNTER COLLEGE    ",2020-07-18,"29",24069,97754
"R178","77TH STREET-LEXINGTON AVE     ",2020-07-18,"29",31309,125976
"R179","86TH STREET-LEXINGTON AVE     ",2020-07-18,"29",47746,240421
"R180","103RD STREET-LEXINGTON AVE    ",2020-07-18,"29",19730,66897
"R181","110TH STREET-LEXINGTON AVE    ",2020-07-18,"29",14748,51506
"R182","116TH STREET-LEXINGTON AVE    ",2020-07-18,"29",20599,68664
"R183","BEDFORD PARK BLVD-JEROME AV   ",2020-07-18,"29",7332,22097
"R184","CORTELYOU RD-EAST 16TH ST     ",2020-07-18,"29",9472,35823
"R185","DYCKMAN STREET-BROADWAY       ",2020-07-18,"29",9173,43725
"R186","86TH ST-CENTRAL PARK WEST     ",2020-07-18,"29",8970,50897
"R187","81ST STREET-MUSEUM            ",2020-07-18,"29",7772,74190
"R188","50TH STREET-8TH AVENUE        ",2020-07-18,"29",15440,123021
"R189","CHRISTOPHER ST-SHERIDAN SQ    ",2020-07-18,"29",7005,60942
"R190","23RD STREET-7TH AVENUE        ",2020-07-18,"29",12101,79504
"R191","103RD STREET-BROADWAY         ",2020-07-18,"29",12787,54542
"R192","110TH STREET-BROADWAY         ",2020-07-18,"29",11810,52203
"R193","157TH STREET-BROADWAY         ",2020-07-18,"29",15311,51533
"R194","BLEECKER ST-LAFAYETTE ST      ",2020-07-18,"29",11876,88892
"R195","161ST STREET-YANKEE STADIUM   ",2020-07-18,"29",34418,138610
"R196","PROSPECT PARK-EMPIRE BLVD     ",2020-07-18,"29",12873,60946
"R197","36TH STREET-4TH AVENUE        ",2020-07-18,"29",22088,71149
"R198","NOSTRAND AVE-FULTON ST        ",2020-07-18,"29",20453,95491
"R199","KINGSTON AVE-THROOP AVE       ",2020-07-18,"29",6989,36606
"R200","EUCLID AVE-PITKIN AVE         ",2020-07-18,"29",17890,51444
"R201","WOODHAVEN BLVD-QUEENS BLVD    ",2020-07-18,"29",27875,100478
"R202","63RD DRIVE-REGO PARK          ",2020-07-18,"29",22554,82923
"R203","23RD STREET-6TH AVENUE        ",2020-07-18,"29",13763,88226
"R204","CHURCH AVE-MCDONALD AVE       ",2020-07-18,"29",16146,50208
"R205","149TH ST-GRAND CONCOURSE      ",2020-07-18,"29",19245,59436
"R206","125TH STREET-LENOX AVENUE     ",2020-07-18,"29",17193,80909
"R207","135TH STREET-LENOX AVENUE     ",2020-07-18,"29",19916,77577
"R208","103RD ST-ROOSEVELT AVE        ",2020-07-18,"29",44400,115417
"R209","STERLING ST-NOSTRAND AVE      ",2020-07-18,"29",7642,43236
"R210","BEVERLY RD-NOSTRAND AVE       ",2020-07-18,"29",6801,23252
"R211","KINGS HIGHWAY-EAST 16TH ST    ",2020-07-18,"29",30316,94092
"R212","59TH STREET-4TH AVENUE        ",2020-07-18,"29",20059,67939
"R213","BAY RIDGE AVE-4TH AVENUE      ",2020-07-18,"29",10493,40954
"R214","77TH STREET-4TH AVENUE        ",2020-07-18,"29",7472,30345
"R215","86TH STREET-4TH AVENUE        ",2020-07-18,"29",15960,49734
"R216","BAY RIDGE - 95TH STREET       ",2020-07-18,"29",8361,32178
"R217","HOYT ST-SCHERMERHORN ST       ",2020-07-18,"29",13333,62532
"R218","ELMHURST AVE-BROADWAY         ",2020-07-18,"29",21418,67577
"R219","67TH AVENUE-QUEENS BLVD       ",2020-07-18,"29",10519,45903
"R220","CARROLL ST-PRESIDENT ST       ",2020-07-18,"29",10091,60660
"R221","167TH STREET-RIVER AVENUE     ",2020-07-18,"29",16809,45310
"R222","177TH STREET-PARKCHESTER      ",2020-07-18,"29",25161,78474
"R223","46TH ST-BLISS ST              ",2020-07-18,"29",18706,73751
"R224","CLARK STREET-HENRY STREET     ",2020-07-18,"29",4352,34263
"R225","HOYT STREET-HOYT STREET       ",2020-07-18,"29",5879,24126
"R226","GUN HILL ROAD-SEYMOUR         ",2020-07-18,"29",6811,23060
"R227","RECTOR STREET-CHURCH STREET   ",2020-07-18,"29",3792,37128
"R228","AVENUE J-EAST 16TH STREET     ",2020-07-18,"29",8952,28982
"R229","AVENUE M-EAST 16TH STREET     ",2020-07-18,"29",8483,27373
"R230","NECK ROAD-EAST 16TH STREET    ",2020-07-18,"29",6703,25080
"R231","UNION STREET-4TH AVENUE       ",2020-07-18,"29",7034,41319
"R232","45TH STREET-4TH AVENUE        ",2020-07-18,"29",12912,45097
"R233","53RD STREET-4TH AVENUE        ",2020-07-18,"29",17126,52116
"R234","50TH STREET-NEW UTRECHT AVE   ",2020-07-18,"29",7144,17014
"R235","BEDFORD AVE-NORTH 7TH ST      ",2020-07-18,"29",24906,145210
"R236","DEKALB AVE-WYCKOFF AVE        ",2020-07-18,"29",18729,59414
"R237","182ND STREET-183RD STREET     ",2020-07-18,"29",8715,25924
"R238","STEINWAY ST-BROADWAY          ",2020-07-18,"29",18914,80941
"R239","GREENPOINT AVE                ",2020-07-18,"29",13417,56685
"R240","GRAND ST-CHRISTIE ST          ",2020-07-18,"29",29864,151822
"R241","15TH ST-PROSPECT PARK WEST    ",2020-07-18,"29",6097,33690
"R242","18TH AVE-MCDONALD AVE         ",2020-07-18,"29",5704,18270
"R243","170TH STREET-JEROME AVENUE    ",2020-07-18,"29",13659,42581
"R244","BURNSIDE AVE-JEROME AVE       ",2020-07-18,"29",16505,48758
"R245","ST LAWRENCE AVE-WEST AVE      ",2020-07-18,"29",7244,22238
"R246","PROSPECT AVENUE-4TH AVENUE    ",2020-07-18,"29",6371,31259
"R247","55TH ST-NEW UTRECHT AVE       ",2020-07-18,"29",4103,10977
"R248","1ST AVENUE-14TH STREET        ",2020-07-18,"29",23021,92541
"R249","GRAHAM AVE-METROPOLITAN AVE   ",2020-07-18,"29",9711,49176
"R250","GRAND ST-BUSHWICK AVE         ",2020-07-18,"29",9069,30581
"R251","96TH ST-CENTRAL PARK WEST     ",2020-07-18,"29",11124,47361
"R252","HIGH ST-CADMAN PLAZA WEST     ",2020-07-18,"29",7764,66365
"R253","174TH-175TH ST-GRAND CONCOU   ",2020-07-18,"29",9484,27104
"R254","GRAND AVE-QUEENS BOULEVARD    ",2020-07-18,"29",26438,91153
"R255","VAN WYCK BLVD-MAIN STREET     ",2020-07-18,"29",6871,26929
"R256","NASSAU AVE-MANHATTAN AVE      ",2020-07-18,"29",10957,56999
"R257","EAST BROADWAY-MADISON ST      ",2020-07-18,"29",16369,82700
"R258","4TH AVENUE-9TH STREET         ",2020-07-18,"29",13946,67547
"R259","ROOSEVELT ISLAND              ",2020-07-18,"29",9606,45017
"R260","181ST STREET-ST NICHOLAS AV   ",2020-07-18,"29",21194,47334
"R261","40TH STREET-LOWERY STREET     ",2020-07-18,"29",11648,55230
"R262","BEVERLEY ROAD -EAST 15TH ST   ",2020-07-18,"29",5202,18582
"R263","AVENUE H-EAST 16TH STREET     ",2020-07-18,"29",4106,16032
"R264","OCEAN PKWAY-BRIGHTON BCH AV   ",2020-07-18,"29",6587,19512
"R265","MONTROSE AVENUE               ",2020-07-18,"29",8718,34810
"R266","HALSEY STREET-WYCKOFF AVE     ",2020-07-18,"29",12060,40736
"R267","46TH STREET-BROADWAY          ",2020-07-18,"29",11359,46687
"R268","METROPOLITAN AVE-LORIMER ST   ",2020-07-18,"29",15966,79552
"R269","BEDFORD AVENUE-NOSTRAND AVE   ",2020-07-18,"29",9762,48185
"R270","SMITH STREET-9TH STREET       ",2020-07-18,"29",6602,23923
"R271","AVENUE X-MCDONALD AVENUE      ",2020-07-18,"29",3477,13072
"R272","28TH STREET-7TH AVENUE        ",2020-07-18,"29",9631,81378
"R273","145TH STREET-BROADWAY         ",2020-07-18,"29",13739,43596
"R274","191ST STREET-ST NICHOLAS AV   ",2020-07-18,"29",2321,33559
"R275","183RD STREET-JEROME AVENUE    ",2020-07-18,"29",11238,30762
"R276","JACKSON AVENUE-VERNON BLVD    ",2020-07-18,"29",17096,86411
"R277","PRESIDENT ST-NOSTRAND AVE     ",2020-07-18,"29",3925,14651
"R278","25TH STREET-4TH AVENUE        ",2020-07-18,"29",4396,16570
"R279","JEFFERSON STREET-WYCKOFF AV   ",2020-07-18,"29",10049,42855
"R280","190TH STREET-OVERLOOK TERR    ",2020-07-18,"29",5415,28093
"R281","72ND STREET-CENTRAL PK WEST   ",2020-07-18,"29",7525,48204
"R282","SPRING STREET-6TH AVENUE      ",2020-07-18,"29",9299,83565
"R283","LAFAYETTE AVENUE-FULTON ST    ",2020-07-18,"29",4982,28069
"R284","CLINTON AVENUE-FULTON ST      ",2020-07-18,"29",4686,38144
"R285","MOTT AVENUE-BEACH 22ND ST     ",2020-07-18,"29",8897,22873
"R286","MYRTLE AVENUE-MARCY AVENUE    ",2020-07-18,"29",8012,31205
"R287","CLASSON AVENUE-LAFAYETTE AV   ",2020-07-18,"29",5846,29653
"R288","7TH AVENUE-9TH STREET         ",2020-07-18,"29",11306,62069
"R289","FT HAMILTON PKY-GREENWOOD     ",2020-07-18,"29",5143,30234
"R290","HOUSTON STREET-VARICK ST      ",2020-07-18,"29",9658,88009
"R291","33RD STREET-QUEENS BLVD       ",2020-07-18,"29",7503,47465
"R292","BAYCHESTER AVE-TILLOTSON      ",2020-07-18,"29",5400,18593
"R293","34TH STREET - PENN STATION    ",2020-07-18,"29",40476,293184
"R294","MORGAN AVENUE-HARRISON PL     ",2020-07-18,"29",9368,38777
"R295","WILSON AVENUE-MOFFAT STREET   ",2020-07-18,"29",6552,24016
"R296","163RD ST & AMSTERDAM AVE      ",2020-07-18,"29",6102,25991
"R297","FRANKLIN AVENUE-FULTON ST     ",2020-07-18,"29",6798,34485
"R298","NORTHERN BLVD-BROADWAY        ",2020-07-18,"29",10744,31799
"R299","BROADWAY - UNION AVENUE       ",2020-07-18,"29",7597,23314
"R300","2ND AVENUE-HOUSTON STREET     ",2020-07-18,"29",15402,101753
"R301","YORK STREET-JAY STREET        ",2020-07-18,"29",11501,77596
"R302","57TH STREET-6TH AVENUE        ",2020-07-18,"29",12579,85667
"R303","21ST STREET-QUEENSBRIDGE      ",2020-07-18,"29",15244,55655
"R304","RECTOR STREET-GREENWICH ST    ",2020-07-18,"29",3506,46078
"R305","WTC-CORTLANDT ST              ",2020-07-18,"29",6126,81510
"R306","238TH STREET-BROADWAY         ",2020-07-18,"29",6315,18637
"R307","138TH ST-GRAND CONCOURSE      ",2020-07-18,"29",2802,18577
"R308","MT EDEN AVENUE-JEROME AVE     ",2020-07-18,"29",9574,27856
"R309","176TH STREET-JEROME AVENUE    ",2020-07-18,"29",10524,30415
"R310","111TH STREET-ROOSEVELT AVE    ",2020-07-18,"29",25449,68902
"R311","BOWERY STREET-DELANCEY ST     ",2020-07-18,"29",4021,24943
"R312","WEST 6TH STREET-SURF AVENUE   ",2020-07-18,"29",4591,21685
"R313","BUSHWICK AVENUE-ABERDEEN ST   ",2020-07-18,"29",3539,10955
"R314","103RD ST-CENTRAL PARK WEST    ",2020-07-18,"29",5275,26519
"R315","155TH STREET-8TH AVENUE       ",2020-07-18,"29",6262,19528
"R316","FLUSHING AVENUE-MARCY AVE     ",2020-07-18,"29",5041,13672
"R317","LAFAYETTE AV-WASHINGTON AV    ",2020-07-18,"29",4257,26856
"R318","FULTON STREET-LAFAYETTE AV    ",2020-07-18,"29",6480,27406
"R319","63RD STREET-LEXINGTON AVE     ",2020-07-18,"29",21457,106343
"R320","CANAL STREET-VARICK STREET    ",2020-07-18,"29",3561,40986
"R321","18TH STREET-7TH AVENUE        ",2020-07-18,"29",5226,45919
"R322","SPRING STREET-LAFAYETTE ST    ",2020-07-18,"29",7807,66407
"R323","111TH STREET-LENOX AVENUE     ",2020-07-18,"29",10301,49669
"R324","116TH STREET-LENOX AVENUE     ",2020-07-18,"29",13257,59901
"R325","WHITLOCK AVE-WESTCHESTER AV   ",2020-07-18,"29",3724,9383
"R326","ZEREGA AVE-WESTCHESTER AVE    ",2020-07-18,"29",3946,14139
"R327","52ND STREET-ROOSEVELT AVE     ",2020-07-18,"29",9101,36102
"R328","WILLETS PT BLVD-ROOSEVELT     ",2020-07-18,"29",4466,32968
"R329","MORRIS PARK-PAULDING AVENUE   ",2020-07-18,"29",3682,12904
"R330","3RD AVENUE-14TH STREET        ",2020-07-18,"29",7375,28452
"R331","155TH STREET-ST NICHOLAS AV   ",2020-07-18,"29",3447,17208
"R332","135TH STREET-ST NICHOLAS AV   ",2020-07-18,"29",5703,28804
"R333","116TH STREET-8TH AVENUE       ",2020-07-18,"29",7933,35742
"R334","110TH STREET-8TH AVENUE       ",2020-07-18,"29",8273,40665
"R335","GASTON AVENUE-BEACH 67TH ST   ",2020-07-18,"29",6028,14801
"R336","STRAITON AVE-BEACH 60TH ST    ",2020-07-18,"29",4352,11371
"R337","FRANK AVENUE-BEACH 44TH ST    ",2020-07-18,"29",1425,3991
"R338","EDGEMERE-BEACH 36TH STREET    ",2020-07-18,"29",2046,5370
"R339","36TH STREET-NORTHERN BLVD     ",2020-07-18,"29",4163,24346
"R340","65TH STREET-BROADWAY          ",2020-07-18,"29",5497,18944
