date,location,Visits/POI,Prop. devices completely at home,Time at home (mins),Median distance traveled (m)
2020-04-26,10470,3.39,0.5363,947,2655
2020-04-26,10471,3.25,0.5165,1182,5299
2020-04-26,10472,5.78,0.631,1189.5,1741
2020-04-26,10473,6.72,0.5821,1179,2608.5
2020-04-26,10474,4.4,0.4861,929,3718
2020-04-26,10475,5.24,0.6162,1215.5,1777
2020-04-26,11004,2.27,0.6044,1347,3244.5
2020-04-26,11005,5.33,0.6518,1307.5,2870
2020-04-26,11101,2.37,0.5783,983,3453
2020-04-26,11102,2.82,0.6026,1124,2217
2020-04-26,11103,1.78,0.6143,1148.5,2527
2020-04-26,11104,2.12,0.6353,1220.5,2077.5
2020-04-26,11105,2.44,0.5955,1239,1776
2020-04-26,11106,2.89,0.6079,1059,1788
2020-04-26,11109,4.5,0.5158,119,3453
2020-04-26,11201,1.68,0.4865,636,7958.5
2020-04-26,11203,4.15,0.5579,1163,2308
2020-04-26,11204,2.88,0.6424,1292,2023
2020-04-26,11205,2.43,0.4958,867.5,3103.5
2020-04-26,11206,3.2,0.531,872,3026
2020-04-26,11207,5.13,0.5475,1107.5,2209.5
2020-04-26,11208,5.33,0.5864,1204,2245
2020-04-26,11209,2.34,0.6001,1288.5,2419.5
2020-04-26,11210,3.71,0.5752,1195,2473
2020-04-26,11211,1.43,0.4656,806,4002
2020-04-26,11212,5.94,0.5638,1080,2318.5
2020-04-26,11213,4.02,0.5383,1104,2949
2020-04-26,11214,4.78,0.6541,1356,1791
2020-04-26,11215,1.67,0.4898,1139,5107
2020-04-26,11216,2.73,0.5416,1098.5,2389
2020-04-26,11217,2.17,0.5163,1108,4118
2020-04-26,11218,2.88,0.6098,1285,2004
2020-04-26,11219,2.7,0.6346,1138,1976.5
2020-04-26,11220,3.3,0.6515,1159.5,1421.5
2020-04-26,11221,3.38,0.5432,1092,2734
2020-04-26,11222,1.34,0.4671,998.5,6336.5
2020-04-26,11223,3.72,0.609,1287.5,1812.5
2020-04-26,11224,6.24,0.5714,1156.5,1757
2020-04-26,11225,3.07,0.5142,1057,2817
2020-04-26,11226,4.15,0.5681,1142,2303
2020-04-26,11228,3.6,0.671,1387.5,2138
2020-04-26,11229,3.7,0.614,1317,1889.5
2020-04-26,11230,4.05,0.594,1217,2780
2020-04-26,11231,1.6,0.5164,1173.5,4595.5
2020-04-26,11232,3.04,0.577,1160,2422
2020-04-26,11233,5.4,0.5613,1109.5,2688.5
2020-04-26,11234,3.99,0.6134,1363,2379
2020-04-26,11235,5.63,0.611,1292,1608
2020-04-26,11236,4.59,0.5805,1182,2229
2020-04-26,11237,2.25,0.5097,1122,3487
2020-04-26,11238,1.88,0.4987,1021,3883
2020-04-26,11239,20.73,0.5638,1199.5,1229
2020-04-26,11354,2.77,0.6396,1298,1486
2020-04-26,11355,3.35,0.6497,1191.5,1434
2020-04-26,11356,7.83,0.6194,1349,1483
2020-04-26,11357,2.77,0.6093,1383,2211
2020-04-26,11358,1.99,0.6391,1408,2218
2020-04-26,11359,5.2,0.5993,1410,2647
2020-04-26,11360,4.13,0.5962,1382,2516
2020-04-26,11361,1.88,0.6057,1405.5,2694.5
2020-04-26,11362,3.96,0.6276,1434.5,3119
2020-04-26,11363,0.89,0.6427,1438,3141
2020-04-26,11364,2.96,0.6454,1438,2963.5
2020-04-26,11365,3.97,0.6438,1339,2737
2020-04-26,11366,1.93,0.629,1347,3618
2020-04-26,11367,3.46,0.5737,1216,3344
2020-04-26,11368,5.37,0.6329,1192,1389
2020-04-26,11369,5.31,0.6038,1159,2514
2020-04-26,11370,7.17,0.6214,1287.5,1790.5
2020-04-26,11372,2.74,0.6593,1313,1696.5
2020-04-26,11373,5.12,0.6489,1308,1405
2020-04-26,11374,4.82,0.6134,1369,1911
2020-04-26,11375,2.55,0.598,1326.5,2063.5
2020-04-26,11377,3.34,0.6537,1322,2049
2020-04-26,11378,2.27,0.5816,1293,2195
2020-04-26,11379,5.33,0.615,1384,1982
2020-04-26,11385,3.15,0.5937,1245.5,1870
2020-04-26,11411,2.62,0.5808,1303,3711
2020-04-26,11412,2.69,0.5739,1202,3260
2020-04-26,11413,4.2,0.5519,1202,3852
2020-04-26,11414,3.55,0.6096,1377,1904.5
2020-04-26,11415,2.94,0.5596,1218,1792.5
2020-04-26,11416,4.57,0.6794,1390.5,2002.5
2020-04-26,11417,3.1,0.6603,1424.5,2058.5
2020-04-26,11418,3.34,0.6068,1297,1820
2020-04-26,11419,4.48,0.6138,1351,2000
2020-04-26,11420,5,0.5907,1344,2016
2020-04-26,11421,4.38,0.6096,1389,1712
2020-04-26,11422,4.44,0.5951,1231,3689
2020-04-26,11423,3.01,0.6284,1368,2758
2020-04-26,11426,2.6,0.595,1368.5,2901
2020-04-26,11427,4.79,0.6177,1371,2943
2020-04-26,11428,2.57,0.623,1382,3062
2020-04-26,11429,2.83,0.5672,1274,4226
2020-04-26,11432,3.16,0.6575,1400,2158.5
2020-04-26,11433,4.59,0.63,1286,2425
2020-04-26,11434,4.78,0.5715,1189,3346
2020-04-26,11435,4.11,0.6384,1318,2306.5
2020-04-26,11436,5.44,0.5501,1227,2669
2020-04-26,11691,4.43,0.582,1092,3179
2020-04-26,11692,5.51,0.6065,1071.5,4642
2020-04-26,11693,3.46,0.5757,1040.5,3751.5
2020-04-26,11694,2.78,0.5785,1438,2042
2020-04-26,11697,1.79,0.6425,1411.5,3631
2020-04-26,Bronx,4.93,0.5773,1136,2137.5
2020-04-26,Brooklyn,3.4,0.5796,1173,2379
2020-04-26,Manhattan,1.93,0.461,563,12490
2020-04-26,NYC,3.15,0.575,1170,2589.5
2020-04-26,Queens,3.4,0.6171,1308,2296
2020-04-26,Staten Island,3.76,0.614,1378,2636
2020-04-27,10001,3.31,0.3462,74.5,17098
2020-04-27,10002,2.97,0.5141,889,2578
2020-04-27,10003,1.78,0.2884,0,47251
2020-04-27,10004,2.51,0.4419,79,30318
2020-04-27,10005,2.46,0.3917,0,48688
2020-04-27,10006,2.15,0.3169,3,31658.5
2020-04-27,10007,4.45,0.3065,56.5,18361.5
2020-04-27,10009,2.63,0.4288,403,16000
2020-04-27,10010,2.18,0.355,120,29710
2020-04-27,10011,1.59,0.3925,157,45681
2020-04-27,10012,0.87,0.3669,195,37098
2020-04-27,10013,1.58,0.3506,290,19918
2020-04-27,10014,1.17,0.3423,126,52717
2020-04-27,10016,3.45,0.3885,95,29549
2020-04-27,10017,2.08,0.4092,253.5,14371.5
2020-04-27,10018,2.5,0.4674,165,9580
2020-04-27,10019,2.51,0.3963,249,13897
2020-04-27,10020,3.43,0.4033,126,11107.5
2020-04-27,10021,2.73,0.3773,383,39212
2020-04-27,10022,1.57,0.4294,386.5,16073.5
2020-04-27,10023,2.51,0.4341,343.5,41996.5
2020-04-27,10024,1.89,0.3753,443,59006
2020-04-27,10025,3.32,0.4379,602,10082
2020-04-27,10026,5.14,0.4308,933,2380.5
2020-04-27,10027,4.62,0.5155,972,2466
2020-04-27,10028,2.04,0.4001,369,54977
2020-04-27,10029,6.76,0.5201,918,1722
2020-04-27,10030,4.56,0.5807,946,2172
2020-04-27,10031,4.67,0.5193,917,3171
2020-04-27,10032,5.66,0.5153,881,3030
2020-04-27,10033,3.24,0.5241,992.5,2722
2020-04-27,10034,4.38,0.5369,1041.5,2055
2020-04-27,10035,6.02,0.5521,957,1831.5
2020-04-27,10036,2.31,0.4701,382,10959
2020-04-27,10037,8.86,0.5797,1032.5,1976.5
2020-04-27,10038,3.32,0.4523,740.5,5691.5
2020-04-27,10039,9.47,0.5409,944.5,2071
2020-04-27,10040,3.62,0.5115,985.5,2490.5
2020-04-27,10044,11.02,0.6086,616,2456
2020-04-27,10065,3.45,0.2939,370,20050.5
2020-04-27,10069,3.52,0.4544,360.5,10971
2020-04-27,10075,2.19,0.4094,302.5,65695
2020-04-27,10128,2.74,0.3915,443,13249
2020-04-27,10280,2.59,0.5185,1139.5,25074
2020-04-27,10282,5.45,0.3621,87,39545
2020-04-27,10301,3.87,0.531,1125,3175
2020-04-27,10302,5.23,0.5556,1301,3149
2020-04-27,10303,6.13,0.5552,1281.5,3564.5
2020-04-27,10304,4.83,0.5446,1150,3523
2020-04-27,10305,5.55,0.5551,1233,3390
2020-04-27,10306,4.14,0.5622,1328,3359
2020-04-27,10307,5.41,0.5706,1364,4116.5
2020-04-27,10308,3.54,0.569,1337,3573.5
2020-04-27,10309,6.07,0.5741,1376.5,3520
2020-04-27,10310,3.76,0.5244,1215,2307
2020-04-27,10312,4.73,0.5703,1363.5,3354.5
2020-04-27,10314,5.27,0.5593,1310,3212
2020-04-27,10451,8.92,0.4983,964,2112
2020-04-27,10452,7.96,0.5303,1067,2036.5
2020-04-27,10453,6.66,0.5265,982,2444
2020-04-27,10454,6.8,0.4989,880.5,2044.5
2020-04-27,10455,6.38,0.4793,931,2205
2020-04-27,10456,9.03,0.5101,954,2122
2020-04-27,10457,7.06,0.5103,908.5,2147.5
2020-04-27,10458,5.15,0.4962,1002,2165
2020-04-27,10459,7.42,0.5175,953,2453
2020-04-27,10460,10.61,0.5053,927,2685
2020-04-27,10461,5.14,0.5375,1086,2676
2020-04-27,10462,4.93,0.55,1078,2179
2020-04-27,10463,4.74,0.5044,1139,2931
2020-04-27,10464,4.29,0.4514,1133.5,3135.5
2020-04-27,10465,4.26,0.5074,1186,3233
2020-04-27,10466,5.88,0.4898,963.5,3113.5
2020-04-27,10467,7.69,0.5265,964,2640.5
2020-04-27,10468,6.62,0.5258,1039,2062
2020-04-27,10469,5.06,0.4904,985,2884.5
2020-04-27,10470,4.69,0.509,854,3907
2020-04-27,10471,4.48,0.507,1153.5,4952
2020-04-27,10472,7.02,0.5642,1126.5,1755
2020-04-27,10473,8.1,0.5148,996.5,2465
2020-04-27,10474,7.78,0.4528,732,3200
2020-04-27,10475,7.04,0.5254,1086,2695.5
2020-04-27,11004,3.16,0.5604,1282,4276
2020-04-27,11005,11.17,0.5681,1349.5,3194
2020-04-27,11101,4.36,0.5545,903,2993
2020-04-27,11102,3.92,0.5653,1074,2159
2020-04-27,11103,2.41,0.5563,999,2511
2020-04-27,11104,3.24,0.572,1152.5,1460.5
2020-04-27,11105,3.12,0.5514,1145,2580
2020-04-27,11106,3.75,0.5579,955,2190
2020-04-27,11109,4.65,0.5016,149,3764
2020-04-27,11201,2.97,0.4586,783,6556
2020-04-27,11203,6.24,0.5194,988,2603
2020-04-27,11204,3.81,0.5707,1172,2132
2020-04-27,11205,3.7,0.4441,849.5,3926.5
2020-04-27,11206,4.34,0.4913,850,3240
2020-04-27,11207,6.85,0.4897,908,2809
2020-04-27,11208,6.92,0.5321,1007,3401
2020-04-27,11209,2.92,0.5507,1226,2563
2020-04-27,11210,4.87,0.5219,1013,2694
2020-04-27,11211,2.29,0.4375,712,4531
2020-04-27,11212,7.5,0.4976,926.5,2488
2020-04-27,11213,4.85,0.4853,936,3087
2020-04-27,11214,5.32,0.5834,1232.5,2046
2020-04-27,11215,2.44,0.463,981,4160
2020-04-27,11216,3.33,0.4969,940.5,3036
2020-04-27,11217,2.99,0.4932,982,4117
2020-04-27,11218,3.76,0.5612,1168.5,2681
2020-04-27,11219,3.9,0.5878,1055,1910
2020-04-27,11220,4.18,0.6057,1118,1565
2020-04-27,11221,4.16,0.5015,922.5,3267
2020-04-27,11222,2.29,0.4224,823,4921.5
2020-04-27,11223,4.55,0.5522,1183,1870.5
2020-04-27,11224,8.62,0.5187,959,1997.5
2020-04-27,11225,4.06,0.4647,870,2925
2020-04-27,11226,5.42,0.5148,946,2706
2020-04-27,11228,4.3,0.6171,1291.5,1990
2020-04-27,11229,4.77,0.5562,1203.5,2117.5
2020-04-27,11230,4.83,0.558,1127.5,2645.5
2020-04-27,11231,2.38,0.4983,1138,4167
2020-04-27,11232,4.5,0.5487,943,2180
2020-04-27,11233,6.17,0.4913,908.5,2899
2020-04-27,11234,5.12,0.5388,1254,2393
2020-04-27,11235,6.87,0.5459,1197,1850
2020-04-27,11236,6.34,0.5115,1023.5,2806.5
2020-04-27,11237,3.3,0.469,925.5,2807.5
2020-04-27,11238,2.38,0.4453,847,4153
2020-04-27,11239,21.74,0.5488,946.5,1775
2020-04-27,11354,3.87,0.5835,1193,2009.5
2020-04-27,11355,4.3,0.6257,1118.5,1874
2020-04-27,11356,8.62,0.5659,1176,3506.5
2020-04-27,11357,4.03,0.5474,1336,2719
2020-04-27,11358,2.78,0.5833,1334,2916
2020-04-27,11359,15,0.5502,1309,3513
2020-04-27,11360,4.72,0.5423,1242,3513
2020-04-27,11361,2.91,0.5659,1307,3063
2020-04-27,11362,5.01,0.5669,1313.5,5117.5
2020-04-27,11363,1.78,0.5731,1382,5654
2020-04-27,11364,3.65,0.6001,1386.5,4097
2020-04-27,11365,4.83,0.5943,1291,3307
2020-04-27,11366,2.32,0.5729,1263.5,3646.5
2020-04-27,11367,3.89,0.5634,1164,2966
2020-04-27,11368,6.61,0.5775,1120,2091
2020-04-27,11369,5.94,0.5584,1069,3423
2020-04-27,11370,9.55,0.5781,1264,2148.5
2020-04-27,11372,3.71,0.6148,1159.5,1923.5
2020-04-27,11373,6.71,0.6197,1192,1872
2020-04-27,11374,6.07,0.5707,1225,1826
2020-04-27,11375,3.21,0.5779,1216.5,1754
2020-04-27,11377,4.69,0.6013,1195,1956
2020-04-27,11378,4.37,0.5289,1174,2855
2020-04-27,11379,6.36,0.5403,1287,2412
2020-04-27,11385,3.92,0.5456,1121,2983
2020-04-27,11411,3.78,0.5077,1068,4899
2020-04-27,11412,3.61,0.5136,983,4169
2020-04-27,11413,5.67,0.5004,970,4911
2020-04-27,11414,4.84,0.5419,1206.5,2336
2020-04-27,11415,4.13,0.5353,1088.5,3153.5
2020-04-27,11416,5.49,0.6288,1241,2947.5
2020-04-27,11417,3.98,0.5839,1216.5,2700
2020-04-27,11418,4.91,0.5538,1174,3020
2020-04-27,11419,5.49,0.5506,1170,2565
2020-04-27,11420,6.07,0.522,1179,2834
2020-04-27,11421,5.37,0.554,1137,3281
2020-04-27,11422,4.6,0.507,1085,5545
2020-04-27,11423,4.47,0.5702,1197.5,3553
2020-04-27,11426,3.45,0.5573,1261,3611
2020-04-27,11427,5.87,0.5705,1288.5,4271
2020-04-27,11428,3.25,0.565,1177,4228
2020-04-27,11429,4,0.5299,1056,4553
2020-04-27,11432,4.55,0.6179,1252.5,2668.5
2020-04-27,11433,6.45,0.5585,1164,3055
2020-04-27,11434,6.41,0.5063,1090,4033.5
2020-04-27,11435,5.68,0.5856,1181,3036
2020-04-27,11436,6.25,0.5213,1108,3668
2020-04-27,11691,6.54,0.517,986,3241
2020-04-27,11692,6.46,0.5255,1014,4405
2020-04-27,11693,4.54,0.495,1005.5,4517.5
2020-04-27,11694,3.66,0.4933,1352,4506
2020-04-27,11697,3.26,0.4925,1282.5,4203.5
2020-04-27,Bronx,6.58,0.5138,983,2466.5
2020-04-27,Brooklyn,4.47,0.5262,1026,2628
2020-04-27,Manhattan,2.91,0.4406,551,10081
2020-04-27,NYC,4.28,0.5258,1033,3000
2020-04-27,Queens,4.54,0.5659,1173,2916
2020-04-27,Staten Island,4.87,0.5582,1311,3338
2020-04-28,10001,3.62,0.3081,129,13179
2020-04-28,10002,3.56,0.4809,829,1830
2020-04-28,10003,2,0.2465,0,39636.5
2020-04-28,10004,3.12,0.3893,81,10061
2020-04-28,10005,2.91,0.3734,57,37761
2020-04-28,10006,2.26,0.2838,1.5,13710
2020-04-28,10007,5.58,0.3092,22,11744.5
2020-04-28,10009,3.09,0.3908,450.5,12217.5
2020-04-28,10010,2.54,0.3343,130,18368
2020-04-28,10011,1.7,0.362,118,33523.5
2020-04-28,10012,1,0.3177,60,35511
2020-04-28,10013,1.77,0.3359,128,14892
2020-04-28,10014,1.52,0.3303,115,44419.5
2020-04-28,10016,3.75,0.3525,80,23891
2020-04-28,10017,2.36,0.3588,167,11793.5
2020-04-28,10018,2.56,0.4506,281,9779
2020-04-28,10019,2.86,0.3658,291.5,13965.5
2020-04-28,10020,3.79,0.3376,110.5,14387.5
2020-04-28,10021,3.02,0.339,313,13752
2020-04-28,10022,1.85,0.3951,442,12681
2020-04-28,10023,2.74,0.3831,345,14655.5
2020-04-28,10024,2.29,0.3206,425,10887
2020-04-28,10025,3.71,0.3958,536,6271
2020-04-28,10026,5.57,0.4102,771,2149
2020-04-28,10027,5.12,0.4776,817,2287
2020-04-28,10028,2.15,0.3642,336,45296
2020-04-28,10029,7.61,0.5117,866,1670
2020-04-28,10030,5.5,0.528,893,1857
2020-04-28,10031,5.32,0.4701,842,2642
2020-04-28,10032,6.7,0.4744,863,1997
2020-04-28,10033,3.89,0.4655,850,1650.5
2020-04-28,10034,5.4,0.5025,971.5,1986.5
2020-04-28,10035,7.1,0.5227,862,1650.5
2020-04-28,10036,2.5,0.4424,210,10743
2020-04-28,10037,9.82,0.5292,901.5,1849.5
2020-04-28,10038,4.02,0.4217,810.5,2946
2020-04-28,10039,10.17,0.49,877.5,1589.5
2020-04-28,10040,4.22,0.483,904.5,1769
2020-04-28,10044,13.31,0.5788,470,2357.5
2020-04-28,10065,3.97,0.2609,244,10979.5
2020-04-28,10069,4.74,0.3966,226,11145
2020-04-28,10075,2.8,0.3742,302.5,26277
2020-04-28,10128,2.99,0.361,399,19149
2020-04-28,10280,4.38,0.4169,754.5,8210.5
2020-04-28,10282,8.32,0.3261,56.5,12777.5
2020-04-28,10301,4.74,0.4706,1042,2967
2020-04-28,10302,5.58,0.5008,1169,3123
2020-04-28,10303,7.95,0.4914,1081,3123
2020-04-28,10304,5.73,0.5045,1009,2967.5
2020-04-28,10305,6.81,0.495,1088,3118
2020-04-28,10306,5.4,0.4878,1161,3118
2020-04-28,10307,8.26,0.4649,1273,3640.5
2020-04-28,10308,5.13,0.4891,1191,3398
2020-04-28,10309,7.63,0.4763,1279.5,3226.5
2020-04-28,10310,4.24,0.4529,1083,2476
2020-04-28,10312,6.52,0.488,1269,3151
2020-04-28,10314,6.12,0.4874,1170,3227
2020-04-28,10451,10.11,0.4884,913,1908
2020-04-28,10452,8.89,0.4962,949,1876.5
2020-04-28,10453,7.68,0.5004,914.5,1992.5
2020-04-28,10454,7.46,0.4641,829,1801.5
2020-04-28,10455,7.01,0.4572,867,1864
2020-04-28,10456,9.35,0.4883,926,2287
2020-04-28,10457,7.52,0.4798,859.5,1975.5
2020-04-28,10458,5.39,0.469,923,2306
2020-04-28,10459,8.43,0.4954,925,2501
2020-04-28,10460,11.7,0.4853,870,2622
2020-04-28,10461,5.33,0.507,1002,2617
2020-04-28,10462,5.57,0.5275,980,2428
2020-04-28,10463,5.42,0.4863,1124,2413
2020-04-28,10464,8.5,0.4282,991.5,3984
2020-04-28,10465,5.43,0.471,1080,3300
2020-04-28,10466,6.35,0.4595,853.5,3042
2020-04-28,10467,8.49,0.4843,940.5,2637.5
2020-04-28,10468,7.18,0.5125,900,2042
2020-04-28,10469,5.47,0.4639,901,3131.5
2020-04-28,10470,4.75,0.4729,818,3213
2020-04-28,10471,5.51,0.434,913.5,3081.5
2020-04-28,10472,7.92,0.5432,1050,2083
2020-04-28,10473,9.05,0.4904,927,2327
2020-04-28,10474,7.74,0.4296,704,3367
2020-04-28,10475,8.83,0.4961,917,2076
2020-04-28,11004,3.79,0.517,1146,5138.5
2020-04-28,11005,12,0.5252,1229.5,3060
2020-04-28,11101,5.1,0.5238,948,2662.5
2020-04-28,11102,4.51,0.5276,891,1819
2020-04-28,11103,2.76,0.5462,877.5,2344
2020-04-28,11104,3.55,0.5418,995,1691
2020-04-28,11105,3.92,0.5003,1101,1966
2020-04-28,11106,4.61,0.5338,968,2110.5
2020-04-28,11109,7.85,0.4673,108,2471
2020-04-28,11201,3.55,0.4031,777,5760
2020-04-28,11203,6.78,0.4667,914.5,2565.5
2020-04-28,11204,4.59,0.5436,1067,2344
2020-04-28,11205,3.82,0.4175,744,3306
2020-04-28,11206,4.71,0.4477,763.5,2914
2020-04-28,11207,7.74,0.4666,851.5,2827.5
2020-04-28,11208,7.32,0.4982,946,3187.5
2020-04-28,11209,3.73,0.5168,1167.5,1761.5
2020-04-28,11210,5.39,0.4802,955,2674.5
2020-04-28,11211,2.54,0.3697,719,3075.5
2020-04-28,11212,8.1,0.4892,887,2311.5
2020-04-28,11213,5.42,0.4587,841,2938
2020-04-28,11214,6.75,0.553,1167.5,2151
2020-04-28,11215,2.8,0.4295,911.5,3422
2020-04-28,11216,3.91,0.4673,871.5,2913.5
2020-04-28,11217,3.36,0.4511,847,4541
2020-04-28,11218,4.1,0.5353,1132,2450
2020-04-28,11219,4.09,0.5608,906.5,2018.5
2020-04-28,11220,5.14,0.5904,938.5,1715
2020-04-28,11221,4.36,0.4544,847.5,3249.5
2020-04-28,11222,2.88,0.3698,755,4023
2020-04-28,11223,5.32,0.5034,1056,2064
2020-04-28,11224,10.4,0.449,927.5,1699.5
2020-04-28,11225,4.5,0.4417,812,2881
2020-04-28,11226,6.06,0.4825,904,2859
2020-04-28,11228,5.53,0.5704,1292,2041.5
2020-04-28,11229,5.46,0.5105,1087.5,2210
2020-04-28,11230,5.13,0.5002,1028,2612.5
2020-04-28,11231,3.02,0.4265,918,2768
2020-04-28,11232,5.04,0.5133,859,2013
2020-04-28,11233,6.81,0.4842,855.5,2935.5
2020-04-28,11234,6.5,0.5014,1149,2446
2020-04-28,11235,8.36,0.5054,1092,1970
2020-04-28,11236,7.44,0.4794,910.5,2672.5
2020-04-28,11237,3.46,0.4242,817,3269
2020-04-28,11238,2.68,0.4451,863,4464
2020-04-28,11239,23.87,0.516,927,2226.5
2020-04-28,11354,4.47,0.5636,1068.5,1976
2020-04-28,11355,5.06,0.5891,974,1647.5
2020-04-28,11356,10.16,0.5306,1174,3527
2020-04-28,11357,4.78,0.4987,1225,2392
2020-04-28,11358,3.39,0.5309,1224,2591
2020-04-28,11359,20.4,0.4633,1215,2908
2020-04-28,11360,6.63,0.4561,1190,2283
2020-04-28,11361,3.62,0.4944,1218,3123.5
2020-04-28,11362,5.95,0.5042,1251,3676
2020-04-28,11363,2.08,0.5211,1297,3086
2020-04-28,11364,5.13,0.5406,1279.5,2968.5
2020-04-28,11365,5.75,0.554,1187,2811
2020-04-28,11366,3.03,0.518,1179,3779
2020-04-28,11367,4.73,0.5265,1104,3103
2020-04-28,11368,7.57,0.5485,1063,1988
2020-04-28,11369,6.73,0.5287,989,3490
2020-04-28,11370,10.9,0.5425,1126.5,1999
2020-04-28,11372,4.05,0.5824,1104,1980.5
2020-04-28,11373,7.11,0.5895,1131,1653
2020-04-28,11374,6.48,0.5319,1119,1586
2020-04-28,11375,3.74,0.5245,1152.5,1819
2020-04-28,11377,5.14,0.5638,1125,2420
2020-04-28,11378,5.04,0.47,1053,3162
2020-04-28,11379,7.23,0.494,1110,2259
2020-04-28,11385,4.53,0.4817,976,2896
2020-04-28,11411,3.95,0.4662,1017,3812
2020-04-28,11412,3.96,0.4969,942,4618
2020-04-28,11413,6.33,0.4793,931,4363
2020-04-28,11414,6.02,0.4738,1077,2421.5
2020-04-28,11415,4.71,0.4749,1108,2814
2020-04-28,11416,5.95,0.6095,1259,2897
2020-04-28,11417,4.52,0.5465,1189.5,2722.5
2020-04-28,11418,5.5,0.5117,1127,2814
2020-04-28,11419,6.55,0.515,1078,2789
2020-04-28,11420,6.79,0.4816,1034.5,3211
2020-04-28,11421,6.51,0.5015,1003,2952
2020-04-28,11422,6.23,0.477,923,5272
2020-04-28,11423,5.15,0.538,1136.5,3660
2020-04-28,11426,3.73,0.5053,1210,4918.5
2020-04-28,11427,6.78,0.5072,1153,3969
2020-04-28,11428,3.61,0.5222,1087,4268
2020-04-28,11429,4.53,0.5031,997,4600
2020-04-28,11432,5.06,0.599,1178,2645
2020-04-28,11433,6.79,0.5492,985,3087
2020-04-28,11434,7.24,0.4859,926.5,3878.5
2020-04-28,11435,6.09,0.5584,1087,3089.5
2020-04-28,11436,6.44,0.5,1075,3037
2020-04-28,11691,7.71,0.4892,910,3109
2020-04-28,11692,7.06,0.509,925.5,3788.5
2020-04-28,11693,6.18,0.4493,835,3024.5
2020-04-28,11694,4.57,0.4345,1215,2336
2020-04-28,11697,4.58,0.3795,1129,2044
2020-04-28,Bronx,7.29,0.4873,915,2374
2020-04-28,Brooklyn,5.12,0.4908,940,2592
2020-04-28,Manhattan,3.32,0.4051,507,6711
2020-04-28,NYC,4.9,0.4877,944,2823
2020-04-28,Queens,5.23,0.528,1090,2802
2020-04-28,Staten Island,6.06,0.4855,1169,3126
2020-04-29,10001,3.31,0.3532,77,12559.5
2020-04-29,10002,2.96,0.5165,843,3517
2020-04-29,10003,1.87,0.2825,0,63784
2020-04-29,10004,2.69,0.4034,98,16634
2020-04-29,10005,2.64,0.4065,20,37759
2020-04-29,10006,2.21,0.2357,0,15704
2020-04-29,10007,5.47,0.2896,11.5,17736.5
2020-04-29,10009,2.69,0.4423,447,11824
2020-04-29,10010,2.28,0.3656,98.5,24193.5
2020-04-29,10011,1.6,0.3891,120,32210
2020-04-29,10012,0.93,0.3387,63,29260
2020-04-29,10013,1.57,0.3443,294,17524
2020-04-29,10014,1.28,0.3449,209.5,52715.5
2020-04-29,10016,3.52,0.3723,64,26376
2020-04-29,10017,2.19,0.4006,228,12888.5
2020-04-29,10018,2.56,0.4698,126.5,6915.5
2020-04-29,10019,2.62,0.3883,316,13728.5
2020-04-29,10020,3.46,0.3661,150,9958
2020-04-29,10021,2.86,0.3903,351,27602.5
2020-04-29,10022,1.67,0.4062,438,12888.5
2020-04-29,10023,2.45,0.4262,395,42733.5
2020-04-29,10024,1.81,0.3609,475,54368
2020-04-29,10025,3.22,0.4336,557,8557
2020-04-29,10026,5.28,0.4454,782.5,2530.5
2020-04-29,10027,4.48,0.4918,804,2628
2020-04-29,10028,2.05,0.4073,314,38757
2020-04-29,10029,6.91,0.5247,892,1995
2020-04-29,10030,4.72,0.5342,898,1942
2020-04-29,10031,4.65,0.5014,781,2995
2020-04-29,10032,6.19,0.4862,763.5,2765
2020-04-29,10033,3.16,0.5098,755.5,2989
2020-04-29,10034,4.74,0.5314,946,1786.5
2020-04-29,10035,6.3,0.523,845.5,1822.5
2020-04-29,10036,2.37,0.4647,238,8158
2020-04-29,10037,8.82,0.5343,925,1930.5
2020-04-29,10038,3.49,0.468,776,6342.5
2020-04-29,10039,10.06,0.5333,901.5,1931.5
2020-04-29,10040,3.48,0.5262,877,2660.5
2020-04-29,10044,8.82,0.6071,562.5,1585
2020-04-29,10065,3.7,0.2909,344.5,19545.5
2020-04-29,10069,4.03,0.4489,390,14346.5
2020-04-29,10075,2.34,0.4126,332.5,32445.5
2020-04-29,10128,2.66,0.4051,332,16029
2020-04-29,10280,3,0.4706,791,17870.5
2020-04-29,10282,5.77,0.4271,11.5,65935
2020-04-29,10301,3.95,0.5278,1080,3014
2020-04-29,10302,5.15,0.5565,1183,3160
2020-04-29,10303,6.3,0.5297,1095,4028.5
2020-04-29,10304,5.22,0.5448,1079.5,3929.5
2020-04-29,10305,5.74,0.5592,1150,3645
2020-04-29,10306,4.51,0.5491,1207,3527
2020-04-29,10307,6.19,0.5514,1291,3821.5
2020-04-29,10308,4.1,0.5528,1212,3874.5
2020-04-29,10309,6.61,0.5522,1291,3675
2020-04-29,10310,3.95,0.5083,1149,2795
2020-04-29,10312,4.9,0.5488,1238.5,3530.5
2020-04-29,10314,5.54,0.5437,1183,3484
2020-04-29,10451,9.05,0.5145,844,2248
2020-04-29,10452,7.85,0.5225,929,2248
2020-04-29,10453,6.92,0.5283,985.5,1897
2020-04-29,10454,6.85,0.4991,885.5,2429.5
2020-04-29,10455,6.28,0.495,810,2311
2020-04-29,10456,8.99,0.51,896,2080
2020-04-29,10457,7.15,0.5207,885.5,2021
